 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.114389076E+00 -0.721948991E-01  0.250552913E+04  0.250552931E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.222580937E+00 -0.247308111E+00 -0.248471020E+04  0.248471040E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.336970013E+00  0.319503010E+00 -0.208189323E+02  0.297602876E+02  0.212610240E+02 0. 9.
               22        1    3    0    0    0 -0.699312853E+01  0.800226982E+01 -0.110611020E+02  0.153391051E+02  0.158373478E-05 0. 9.
               22        1    3    0    0    0  0.733009854E+01 -0.768276681E+01 -0.975783036E+01  0.144211825E+02  0.153358940E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.161875929E-01 -0.173893080E-02  0.249137465E+04  0.249137483E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.486253403E-01  0.801948033E-02 -0.250414568E+04  0.250414585E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.648129332E-01 -0.628054953E-02  0.127710229E+02  0.244793194E+02  0.208838170E+02 0. 9.
               22        1    3    0    0    0  0.310959030E+01 -0.882551496E+01  0.967985573E+00  0.940724520E+01  0.374419660E-05 0. 9.
               22        1    3    0    0    0 -0.317440323E+01  0.881923441E+01  0.118030373E+02  0.150720742E+02  0.481747881E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.819814861E-01 -0.408328113E-01  0.249946729E+04  0.249946747E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.461104224E-02  0.276688171E-03 -0.249998133E+04  0.249998150E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.865925283E-01  0.405561231E-01  0.514032130E+00  0.205510266E+02  0.205443745E+02 0. 9.
               22        1    3    0    0    0  0.960083994E-01 -0.976678191E+01  0.337394612E+01  0.103335744E+02  0.265247307E-05 0. 9.
               22        1    3    0    0    0 -0.182600928E+00  0.980733803E+01 -0.285991399E+01  0.102174522E+02  0.263632928E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.150252898E+00  0.184094468E+00  0.239712289E+04  0.239712309E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.327448848E-01  0.258434475E-01 -0.249178644E+04  0.249178662E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.117508013E+00 -0.209937915E+00  0.946635468E+02  0.131090293E+03  0.906830735E+02 0. 9.
               22        1    3    0    0    0  0.445366572E+02  0.449223014E+00  0.354551306E+02  0.569278660E+02  0.634390578E-05 0. 9.
               22        1    3    0    0    0 -0.446541652E+02 -0.659160928E+00  0.592084162E+02  0.741624266E+02  0.738712949E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.549296130E-01  0.292867951E-01  0.250245890E+04  0.250245908E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.452889536E+00  0.597119439E+00 -0.249175892E+04  0.249175921E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.507819149E+00 -0.626406234E+00 -0.106999786E+02  0.257817073E+02  0.234426241E+02 0. 9.
               22        1    3    0    0    0  0.702929990E+01  0.506751002E+01 -0.133995709E+02  0.159574188E+02  0.300634389E-05 0. 9.
               22        1    3    0    0    0 -0.753711904E+01 -0.569391626E+01  0.269959229E+01  0.982428849E+01  0.235268526E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.730048178E-02  0.266572250E-01  0.248347188E+04  0.248347206E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.216284801E+00  0.344226340E-03 -0.250349586E+04  0.250349605E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.208984320E+00 -0.270014514E-01  0.200239799E+02  0.330318949E+02  0.262697907E+02 0. 9.
               22        1    3    0    0    0 -0.587190685E+01 -0.932982630E+01  0.109071475E+01  0.110776625E+02  0.471442221E-05 0. 9.
               22        1    3    0    0    0  0.608089117E+01  0.930282485E+01  0.189332652E+02  0.219542323E+02  0.685582978E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.138880308E+00 -0.450796794E-01  0.250238155E+04  0.250238173E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.162682685E+00  0.109002048E+00 -0.248427717E+04  0.248427736E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.238023763E-01 -0.639223689E-01 -0.181043746E+02  0.333409144E+02  0.279972059E+02 0. 9.
               22        1    3    0    0    0 -0.183539991E+01 -0.134153997E+02 -0.134517513E+02  0.190864155E+02  0.434040925E-05 0. 9.
               22        1    3    0    0    0  0.181159754E+01  0.133514774E+02 -0.465262334E+01  0.142544989E+02  0.371323064E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.797680953E-01  0.263084769E-01  0.249736958E+04  0.249736976E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.564842814E-02 -0.144975019E-01 -0.250166739E+04  0.250166757E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.741196672E-01 -0.118109750E-01  0.429781447E+01  0.209626736E+02  0.205172328E+02 0. 9.
               22        1    3    0    0    0 -0.940885193E+01 -0.249743423E+01  0.557591815E+01  0.112184908E+02  0.447630485E-05 0. 9.
               22        1    3    0    0    0  0.933473227E+01  0.248562326E+01 -0.127810368E+01  0.974418280E+01  0.416891776E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.110187829E+00 -0.110014036E+00  0.247706955E+04  0.247706973E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.124129769E-01  0.285624272E-01 -0.250339003E+04  0.250339020E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.977748526E-01  0.814516083E-01  0.263204751E+02  0.395400661E+02  0.295064945E+02 0. 9.
               22        1    3    0    0    0  0.741291002E+01  0.283839341E+01 -0.352684294E+01  0.868598488E+01  0.217373163E-05 0. 9.
               22        1    3    0    0    0 -0.731513517E+01 -0.275694180E+01  0.298473181E+02  0.308540812E+02  0.425244784E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.111681487E-01  0.538367336E-02  0.248003022E+04  0.248003040E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.483155960E-01  0.163963504E+00 -0.247428983E+04  0.247429002E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.594837448E-01 -0.169347177E+00 -0.574038708E+01  0.656795831E+02  0.654280015E+02 0. 9.
               22        1    3    0    0    0 -0.100427089E+01 -0.726183958E+01 -0.348965624E+02  0.356582802E+02  0.625671350E-06 0. 9.
               22        1    3    0    0    0  0.944787145E+00  0.709249240E+01  0.291561754E+02  0.300213030E+02  0.531451538E-06 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.605615618E-01  0.739718990E-02  0.248049781E+04  0.248049799E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.249877812E-02  0.316312712E-02 -0.250581347E+04  0.250581365E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.630603400E-01 -0.105603170E-01  0.253156624E+02  0.336883667E+02  0.222265427E+02 0. 9.
               22        1    3    0    0    0  0.164941297E+01 -0.775743542E+01  0.244538987E+02  0.257078106E+02  0.738261937E-05 0. 9.
               22        1    3    0    0    0 -0.171247331E+01  0.774687510E+01  0.861763712E+00  0.798055608E+01  0.383101870E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.295031983E+00 -0.275790049E+00  0.248368204E+04  0.248368225E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.322958809E-03  0.230908139E-02 -0.250537574E+04  0.250537591E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.294709024E+00  0.273480968E+00  0.216936996E+02  0.309418403E+02  0.220594477E+02 0. 9.
               22        1    3    0    0    0 -0.347831737E+01 -0.875324578E+01  0.307342991E+01  0.990777346E+01  0.319177168E-05 0. 9.
               22        1    3    0    0    0  0.377302639E+01  0.902672675E+01  0.186202697E+02  0.210340668E+02  0.488303572E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.878297809E-02  0.164000511E-02  0.248230606E+04  0.248230624E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.292308855E-01 -0.235051357E+00 -0.246628784E+04  0.246628803E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.204479074E-01  0.233411352E+00 -0.160182234E+02  0.714057322E+02  0.695854885E+02 0. 9.
               22        1    3    0    0    0  0.207080820E+02  0.406058192E+01  0.203848114E+02  0.293403054E+02  0.428490657E-05 0. 9.
               22        1    3    0    0    0 -0.207285299E+02 -0.382717057E+01 -0.364030348E+02  0.420654268E+02  0.504073489E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.249534403E-02 -0.142759747E-01  0.248773477E+04  0.248773495E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.342540051E-01 -0.240340198E-01 -0.247689088E+04  0.247689106E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.317586611E-01  0.383099944E-01 -0.108438844E+02  0.553739919E+02  0.543018109E+02 0. 9.
               22        1    3    0    0    0 -0.200638969E+02 -0.158958765E+02 -0.146539918E+02  0.294953949E+02  0.338856468E-05 0. 9.
               22        1    3    0    0    0  0.200321382E+02  0.159341865E+02  0.381010736E+01  0.258785969E+02  0.318090059E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.115367586E+00  0.171316881E-01  0.250120443E+04  0.250120461E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.403743262E+00 -0.240528046E+00 -0.249809983E+04  0.249810005E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.519110848E+00  0.223396358E+00 -0.310460446E+01  0.206953420E+02  0.204533428E+02 0. 9.
               22        1    3    0    0    0 -0.419589202E+01 -0.331708048E+01 -0.101712620E+02  0.114918712E+02  0.178316537E-05 0. 9.
               22        1    3    0    0    0  0.471500287E+01  0.354047684E+01  0.706665750E+01  0.920347090E+01  0.162251682E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.382392075E-01 -0.154211986E+00  0.249110947E+04  0.249110966E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.814665366E-02  0.405155490E-02 -0.250236633E+04  0.250236651E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.463858611E-01  0.150160431E+00  0.112568565E+02  0.265238373E+02  0.240160868E+02 0. 9.
               22        1    3    0    0    0 -0.860470578E+01 -0.793470537E+01  0.298360609E+01  0.120790073E+02  0.341363455E-05 0. 9.
               22        1    3    0    0    0  0.865109164E+01  0.808486580E+01  0.827325044E+01  0.144448300E+02  0.373944930E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.213644649E-01  0.243618862E-01  0.249553074E+04  0.249553092E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.929825472E-01  0.224982296E+00 -0.244049018E+04  0.244049037E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.716180823E-01 -0.249344183E+00 -0.550405641E+02  0.839787125E+02  0.634262813E+02 0. 9.
               22        1    3    0    0    0 -0.195511600E+02 -0.164557226E+02 -0.525164372E+02  0.584038941E+02  0.728640880E-05 0. 9.
               22        1    3    0    0    0  0.196227781E+02  0.162063784E+02 -0.252412686E+01  0.255748185E+02  0.467203091E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.132969953E-01 -0.268541501E-02  0.250006553E+04  0.250006571E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.151914650E+00 -0.524439510E-03 -0.249450045E+04  0.249450063E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.165211646E+00  0.320985452E-02 -0.556508656E+01  0.254336632E+02  0.248168034E+02 0. 9.
               22        1    3    0    0    0 -0.560701799E+01 -0.173642134E+01 -0.139337447E+02  0.151196247E+02  0.153590426E-05 0. 9.
               22        1    3    0    0    0  0.577222963E+01  0.173963119E+01  0.836865814E+01  0.103140385E+02  0.130587234E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.227107830E-01  0.119537256E-03  0.250225493E+04  0.250225511E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.733041877E-01 -0.139243095E+00 -0.249609529E+04  0.249609547E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.505934047E-01  0.139123558E+00 -0.615964285E+01  0.216494182E+02  0.207541368E+02 0. 9.
               22        1    3    0    0    0 -0.582184277E+01  0.716680122E+01  0.192642890E+01  0.943228611E+01  0.291636701E-05 0. 9.
               22        1    3    0    0    0  0.587243618E+01 -0.702767766E+01 -0.808607176E+01  0.122171321E+02  0.331114397E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.429744744E-02 -0.108617129E-01  0.247159646E+04  0.247159664E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.487693560E-01 -0.105310590E+00 -0.250409722E+04  0.250409740E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.444719085E-01  0.116172303E+00  0.325007633E+02  0.443059628E+02  0.301115135E+02 0. 9.
               22        1    3    0    0    0  0.108407454E+02 -0.207213007E+01  0.312391006E+02  0.331315090E+02  0.537103669E-05 0. 9.
               22        1    3    0    0    0 -0.108852173E+02  0.218830237E+01  0.126166273E+01  0.111744538E+02  0.294666459E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.366081353E-01  0.314054043E-01  0.249983994E+04  0.249984012E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.393912208E-02  0.409198827E-02 -0.249239551E+04  0.249239569E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.326690133E-01 -0.354973926E-01 -0.744443248E+01  0.277641938E+02  0.267474962E+02 0. 9.
               22        1    3    0    0    0 -0.431586986E+01  0.618437929E+01 -0.151659082E+02  0.169374748E+02  0.297903991E-05 0. 9.
               22        1    3    0    0    0  0.434853887E+01 -0.621987669E+01  0.772147573E+01  0.108267190E+02  0.237896467E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.370280114E-02  0.534053736E-02  0.249756715E+04  0.249756732E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.629979181E-02  0.479958417E-01 -0.248601558E+04  0.248601576E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.259699066E-02 -0.533363791E-01 -0.115515669E+02  0.364169221E+02  0.345362225E+02 0. 9.
               22        1    3    0    0    0 -0.167427642E+01 -0.721832871E+01 -0.222390923E+02  0.234410899E+02  0.432606143E-05 0. 9.
               22        1    3    0    0    0  0.167687341E+01  0.716499233E+01  0.106875254E+02  0.129758321E+02  0.319288457E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.123480519E+00  0.661391353E-01  0.248445101E+04  0.248445119E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.377310949E-01  0.297978541E-01 -0.249099544E+04  0.249099562E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.857494240E-01 -0.959369894E-01  0.654443125E+01  0.445531832E+02  0.440697174E+02 0. 9.
               22        1    3    0    0    0  0.993748147E+00 -0.670352938E+01 -0.179360911E+02  0.191736330E+02  0.322597234E-05 0. 9.
               22        1    3    0    0    0 -0.107949757E+01  0.660759239E+01  0.244805223E+02  0.253795501E+02  0.369984160E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.337725052E-01  0.264744487E-01  0.249423319E+04  0.249423337E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.331000470E-01  0.373379822E-02 -0.249850595E+04  0.249850612E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.672458182E-03 -0.302082469E-01  0.427275119E+01  0.272605066E+02  0.269235567E+02 0. 9.
               22        1    3    0    0    0  0.842692437E+01 -0.714708490E+01  0.993697502E+01  0.148605972E+02  0.295148335E-05 0. 9.
               22        1    3    0    0    0 -0.842759683E+01  0.711687666E+01 -0.566422383E+01  0.123999094E+02  0.269476284E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.378406009E-01 -0.214358047E-01  0.250174581E+04  0.250174599E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.497060212E-01  0.305966874E-01 -0.247253755E+04  0.247253773E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.118654203E-01 -0.916088278E-02 -0.292082618E+02  0.457162857E+02  0.351689635E+02 0. 9.
               22        1    3    0    0    0  0.243244218E+01 -0.101271205E+02 -0.330259037E+02  0.346292601E+02  0.525273858E-05 0. 9.
               22        1    3    0    0    0 -0.244430760E+01  0.101179596E+02  0.381764182E+01  0.110870256E+02  0.286210929E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.499123317E-01 -0.242869241E+00  0.250081853E+04  0.250081872E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.495155756E-01  0.211984399E-01 -0.249464263E+04  0.249464280E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.994279073E-01  0.221670801E+00 -0.617590118E+01  0.245384803E+02  0.237473416E+02 0. 9.
               22        1    3    0    0    0 -0.201659726E+01 -0.115792152E+02 -0.333265317E+01  0.122168517E+02  0.246694113E-05 0. 9.
               22        1    3    0    0    0  0.211602517E+01  0.118008860E+02 -0.284324801E+01  0.123216286E+02  0.246856074E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.696135909E-01 -0.399381955E-01  0.248365563E+04  0.248365581E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.197402538E-01 -0.699813968E-01 -0.246989742E+04  0.246989759E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.498733371E-01  0.109919592E+00 -0.137582194E+02  0.664465920E+02  0.650065106E+02 0. 9.
               22        1    3    0    0    0 -0.645994509E+01  0.260560123E+02 -0.256892391E+02  0.371562064E+02  0.567779217E-05 0. 9.
               22        1    3    0    0    0  0.650981843E+01 -0.259460927E+02  0.119310197E+02  0.292903856E+02  0.510307665E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.194274118E-01 -0.495805742E-01  0.249387290E+04  0.249387308E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.723928080E-01 -0.187420195E+00 -0.249813113E+04  0.249813131E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.529653962E-01  0.237000769E+00  0.425822696E+01  0.279956144E+02  0.276688083E+02 0. 9.
               22        1    3    0    0    0  0.738246139E+01 -0.247181309E+01 -0.940313714E+01  0.122077674E+02  0.119506941E-05 0. 9.
               22        1    3    0    0    0 -0.743542679E+01  0.270881386E+01  0.136613641E+02  0.157878470E+02  0.137478859E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.190909715E-01  0.423411624E-02  0.249794967E+04  0.249794984E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.107362307E-01 -0.158473503E-01 -0.250028038E+04  0.250028055E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.835474076E-02  0.116132341E-01  0.233070970E+01  0.217696032E+02  0.216444730E+02 0. 9.
               22        1    3    0    0    0 -0.158756796E+01  0.778200957E+01  0.856669341E+01  0.116819639E+02  0.192311595E-05 0. 9.
               22        1    3    0    0    0  0.157921322E+01 -0.777039634E+01 -0.623598371E+01  0.100876393E+02  0.178938068E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.129932559E-01 -0.140561773E-01  0.248431368E+04  0.248431385E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.392234454E+00  0.751438194E-01 -0.248510674E+04  0.248510695E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.379241198E+00 -0.610876421E-01  0.793061491E+00  0.505791977E+02  0.505715210E+02 0. 9.
               22        1    3    0    0    0  0.608301338E+01  0.484349339E+01 -0.236128814E+02  0.248602222E+02  0.601859358E-05 0. 9.
               22        1    3    0    0    0 -0.646225458E+01 -0.490458103E+01  0.244059429E+02  0.257189755E+02  0.613030222E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.108084190E-03 -0.412410053E-02  0.250496443E+04  0.250496461E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.172832038E+00 -0.669755874E-02 -0.248947438E+04  0.248947456E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.172940122E+00  0.108216593E-01 -0.154900501E+02  0.255608292E+02  0.203318546E+02 0. 9.
               22        1    3    0    0    0 -0.321275114E+01  0.510560076E+01  0.256576708E+01  0.655531004E+01  0.293337221E-05 0. 9.
               22        1    3    0    0    0  0.303981101E+01 -0.509477910E+01 -0.180558172E+02  0.190055192E+02  0.511055522E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.161617816E+00 -0.367468325E+00  0.249781323E+04  0.249781344E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.183192221E-01  0.601195391E-01 -0.248536753E+04  0.248536770E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.143298594E+00  0.307348786E+00 -0.124457044E+02  0.368188578E+02  0.346499312E+02 0. 9.
               22        1    3    0    0    0 -0.748414269E+01 -0.948405099E+01  0.691083711E+01  0.139183075E+02  0.310516746E-05 0. 9.
               22        1    3    0    0    0  0.734084409E+01  0.979139978E+01 -0.193565415E+02  0.229005503E+02  0.400904935E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.719503196E-01 -0.278640211E-01  0.248263798E+04  0.248263816E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.527606795E+00  0.215453135E+00 -0.249864153E+04  0.249864178E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.599557115E+00 -0.187589114E+00  0.160035562E+02  0.387200678E+02  0.352524493E+02 0. 9.
               22        1    3    0    0    0 -0.159014286E+02 -0.613654612E+01  0.412706551E+01  0.175369695E+02  0.382956944E-05 0. 9.
               22        1    3    0    0    0  0.165009857E+02  0.594895701E+01  0.118764907E+02  0.211830982E+02  0.419101616E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.104819476E+00 -0.286702034E-01  0.249405438E+04  0.249405456E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.133057937E-02 -0.366264245E-02 -0.250208184E+04  0.250208201E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.106150056E+00  0.323328459E-01  0.802745889E+01  0.238634264E+02  0.224724434E+02 0. 9.
               22        1    3    0    0    0  0.788467102E+01  0.422724303E+01 -0.316129955E+01  0.948848963E+01  0.199653318E-05 0. 9.
               22        1    3    0    0    0 -0.799082107E+01 -0.419491019E+01  0.111887584E+02  0.143749368E+02  0.246622096E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.557304316E-02  0.400525716E-02  0.250472810E+04  0.250472828E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.278669922E-01  0.800652578E-02 -0.248521417E+04  0.248521435E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.222939491E-01 -0.120117829E-01 -0.195139336E+02  0.300573734E+02  0.228615714E+02 0. 9.
               22        1    3    0    0    0 -0.709546424E+01 -0.220919808E+01  0.165719079E+01  0.761396416E+01  0.266026421E-05 0. 9.
               22        1    3    0    0    0  0.711775819E+01  0.219718630E+01 -0.211711244E+02  0.224434092E+02  0.471894155E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.179128376E+00 -0.278407557E-01  0.249066215E+04  0.249066234E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.816339532E-02 -0.152420038E-02 -0.250196793E+04  0.250196811E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.187291771E+00  0.293649561E-01  0.113057812E+02  0.273695531E+02  0.249246024E+02 0. 9.
               22        1    3    0    0    0  0.201746245E+01  0.110577466E+02 -0.251742647E+00  0.112430996E+02  0.452190707E-05 0. 9.
               22        1    3    0    0    0 -0.220475422E+01 -0.110283817E+02  0.115575239E+02  0.161264535E+02  0.543825018E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.676950500E-01 -0.287179656E-02  0.250457073E+04  0.250457091E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.615391463E-02 -0.445902521E-01 -0.249022492E+04  0.249022510E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.615411354E-01  0.474620487E-01 -0.143458093E+02  0.252039979E+02  0.207227707E+02 0. 9.
               22        1    3    0    0    0  0.364600689E+01 -0.856863327E+01 -0.125925119E+02  0.156616155E+02  0.576780815E-05 0. 9.
               22        1    3    0    0    0 -0.370754803E+01  0.861609532E+01 -0.175329738E+01  0.954238244E+01  0.440308512E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.174257028E+00  0.579658024E-01  0.246550563E+04  0.246550582E+04  0.938272046E+00 0. 9.
